uhhidfs,uhhidp,a2,a3,a4,a5b,hh_type,a13,a16,a16other
2238,1001289,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
2470,1000555,Arua,rigbo,0,Rhinocamp_settlement,1,2,7,NA
1106,1000094,Arua,Terego east,0,Rhinocamp_settlement,1,2,2,NA
3474,1002512,Arua,terego,1,NA,0,1,7,NA
3878,1002116,Arua,ocea,1,NA,0,1,7,NA
1726,1000826,Arua,terego,0,Imvepi_settlement,1,2,2,NA
2395,1000228,Arua,odupi,0,Imvepi_settlement,1,1,2,NA
3140,1002861,Arua,terego,1,NA,0,1,6,999
3267,1002866,Arua,terego,1,NA,0,2,5,NA
1060,1000259,Arua,terego,0,Imvepi_settlement,1,2,7,NA
1723,1000029,Arua,terego,0,Imvepi_settlement,1,2,7,NA
4065,3001447,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,none
2384,1002115,Arua,Irigbo,1,NA,0,1,7,NA
2468,1001089,Arua,lower madi,1,NA,0,1,7,NA
3860,3001153,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1016,1000856,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
2245,1002272,Arua,Terego west,1,NA,0,2,2,NA
2453,1000332,Arua,terego,0,Imvepi_settlement,1,2,6,999
1020,1000492,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
3903,3000457,Arua,NA,0,Omugo_Rhino_ext_settlement,1,2,6,O
1145,1001535,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
3421,1001424,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
2459,1002275,Arua,terego,1,NA,0,1,7,NA
993,1000554,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
2439,1001803,Arua,NA,1,NA,0,1,7,NA
1730,1001282,Arua,terego,0,Imvepi_settlement,1,2,7,NA
1089,1001411,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,6,nothing
2816,1002967,Arua,Terego,1,NA,0,1,7,NA
4068,3000771,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2410,1002720,Arua,terego,1,NA,0,2,7,NA
2290,1002267,Arua,terego east,1,NA,0,2,2,NA
3837,3000924,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,999
3504,1002969,Arua,Terego,1,NA,0,1,7,NA
3897,3000968,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,0
2309,1002463,Arua,terego,1,NA,0,2,7,NA
2867,1002038,Arua,ayivu,1,NA,0,2,7,NA
2469,1001398,Arua,NA,0,Rhinocamp_settlement,1,2,2,NA
1196,1001393,Arua,terego east,0,Rhinocamp_settlement,1,1,7,NA
1083,1000568,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
2450,1002181,Arua,lower madi,1,NA,0,2,7,NA
1119,1000707,Arua,Terego east,0,Rhinocamp_settlement,1,2,2,NA
1632,1001103,Arua,odupi,0,Imvepi_settlement,1,1,7,NA
2847,1002334,Arua,terego,1,NA,0,2,2,NA
1081,1000056,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
3841,3000395,Arua,terego west,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1938,1000117,Arua,terego,0,Rhinocamp_settlement,1,2,6,house wife
3290,1002210,Arua,terego,1,NA,0,1,7,NA
1198,1001637,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1054,1000773,Arua,terego,0,Rhinocamp_settlement,1,1,6,miller
2251,1002728,Arua,Terego,1,NA,0,2,2,NA
997,1000468,Arua,Madi okollo,0,Rhinocamp_settlement,1,2,5,NA
1201,1001638,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1202,1000564,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
2406,1001387,Arua,yei,0,Rhinocamp_settlement,1,1,7,NA
1053,1000331,Arua,terego,0,Imvepi_settlement,1,2,7,NA
3139,1002860,Arua,terego,1,NA,0,1,5,NA
2403,1001455,Arua,uriama,0,Rhinocamp_settlement,1,2,7,NA
2773,1002910,Arua,terego,1,NA,0,2,7,NA
1635,1000883,Arua,Terego,0,Imvepi_settlement,1,1,7,NA
3467,1002332,Arua,terego,1,NA,0,2,2,NA
3840,3000971,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1031,1000502,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
3882,3001444,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1156,1000481,Arua,Madi okollo,0,Rhinocamp_settlement,1,2,7,NA
1008,1000818,Arua,Terego,0,Imvepi_settlement,1,2,7,NA
2315,1002684,Arua,terego west,1,NA,0,1,7,NA
3434,1002648,Arua,terego,1,NA,0,2,2,NA
3468,1002710,Arua,terego,1,NA,0,2,7,NA
3263,1002007,Arua,terego,1,NA,0,1,7,NA
3289,1002311,Arua,terego,1,NA,0,2,5,NA
2451,1001281,Arua,terego,0,Imvepi_settlement,1,1,7,NA
2347,1002938,Arua,Terego,1,NA,0,2,7,NA
3875,1000694,Arua,terego east,0,Rhinocamp_settlement,1,1,7,NA
4073,1001159,Arua,Lower madi,1,NA,0,1,2,NA
2433,1001832,Arua,terego,1,NA,0,2,7,NA
2446,1002278,Arua,terego,1,NA,0,1,7,NA
1732,1002308,Arua,terego,1,NA,0,1,2,NA
3091,1002755,Arua,terego,1,NA,0,1,6,landlord
3448,1002327,Arua,terego east,1,NA,0,2,2,NA
1126,1000516,Arua,NA,0,Rhinocamp_settlement,1,2,6,00
1049,1001538,Arua,madi okollo,0,Rhinocamp_settlement,1,1,6,None
1729,1001104,Arua,terego,0,Imvepi_settlement,1,2,7,NA
2836,1002165,Arua,terego east,1,NA,0,2,2,NA
2440,1001834,Arua,terego,1,NA,0,2,7,NA
3847,3001162,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
3511,1002849,Arua,Terego,1,NA,0,1,7,NA
2291,1002251,Arua,terego east,1,NA,0,1,2,NA
1114,1002123,Arua,Terego east,0,Rhinocamp_settlement,1,2,7,NA
2380,1002415,Arua,terego,1,NA,0,2,7,NA
3905,3000974,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,psn an old man
1643,1001118,Arua,terego,0,Imvepi_settlement,1,2,6,nothing
2837,1002166,Arua,terego east,1,NA,0,1,2,NA
1940,1000507,Arua,terego,0,Imvepi_settlement,1,2,7,NA
3908,3000414,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,6,none
2285,1002303,Arua,terego east,1,NA,0,2,2,NA
1107,1000096,Arua,Arua,0,Rhinocamp_settlement,1,1,7,NA
1090,1001410,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1718,1001965,Arua,terego east,0,Rhinocamp_settlement,1,1,7,NA
1092,1000597,Arua,terego,0,Imvepi_settlement,1,1,7,NA
2772,1002310,Arua,terego,1,NA,0,1,6,nothing
2319,1002716,Arua,terego west,1,NA,0,2,7,NA
1717,1000474,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
2272,1002179,Arua,Terego,1,NA,0,2,7,NA
2378,1002749,Arua,terego,1,NA,0,1,7,NA
2593,1002935,Arua,terego east,1,NA,0,1,7,NA
3844,3000977,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,5,NA
2868,1002209,Arua,NA,1,NA,0,2,7,NA
2444,1001799,Arua,terego,1,NA,0,1,7,NA
1123,1001147,Arua,NA,1,NA,0,2,7,NA
1936,1001272,Arua,terego,1,NA,0,1,6,carpentry
2266,1000411,Arua,Terego,0,Imvepi_settlement,1,2,6,Business
3907,3000910,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,house wife
1015,1000842,Arua,NA,0,Rhinocamp_settlement,1,1,6,none
3850,3000975,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2271,1000680,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
2818,1002804,Arua,Terego,1,NA,0,1,7,NA
2237,1001226,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
1025,1001162,Arua,terego,1,NA,0,2,7,NA
3898,3000966,Arua,NA,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1056,1000774,Arua,terego,0,Rhinocamp_settlement,1,1,6,999
1004,1000778,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2324,1002001,Arua,terego,1,NA,0,2,7,NA
2288,1002264,Arua,terego east,1,NA,0,2,2,NA
1006,1000776,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2472,1001947,Arua,terego,1,NA,0,1,7,NA
1059,1000260,Arua,terego,0,Imvepi_settlement,1,2,7,NA
3843,3000398,Arua,terego west,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2334,1002635,Arua,terego,1,NA,0,1,2,NA
1014,1000840,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
1813,1000909,Arua,NA,0,Imvepi_settlement,1,1,7,NA
1722,1000023,Arua,terego,0,Imvepi_settlement,1,2,6,none
1065,1000066,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
1066,1001446,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
3888,3000923,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,2,NA
1067,1001544,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
3895,3000453,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2400,1001481,Arua,terego,0,Imvepi_settlement,1,1,2,NA
2832,1000336,Arua,terego east,0,Imvepi_settlement,1,2,7,NA
2851,1002227,Arua,terego,1,NA,0,1,6,Business
2351,1002941,Arua,Terego,1,NA,0,1,7,NA
2335,1002632,Arua,terego,1,NA,1,1,2,NA
4059,1000552,Arua,NA,0,Rhinocamp_settlement,1,1,2,NA
3836,3001164,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1094,1000642,Arua,terego,0,Imvepi_settlement,1,2,6,nothing
3867,3000960,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,nothing
1061,1000180,Arua,terego,0,Imvepi_settlement,1,2,7,NA
3292,1001257,Arua,terego east,1,NA,0,1,7,NA
1110,1000123,Arua,Terego east,0,Rhinocamp_settlement,1,1,2,NA
3861,3001626,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2329,1001510,Arua,Terego,0,Imvepi_settlement,1,1,6,999
1158,1000105,Arua,NA,0,Rhinocamp_settlement,1,1,2,NA
3469,1002810,Arua,terego,1,NA,0,2,2,NA
3846,3000976,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1082,1000114,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1105,1000093,Arua,Arua,0,Rhinocamp_settlement,1,1,7,NA
2371,1000409,Arua,terego,0,Imvepi_settlement,1,1,7,NA
1157,1000106,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
3503,1002966,Arua,Terego,1,NA,0,2,7,NA
2774,1002273,Arua,terego,1,NA,0,1,7,NA
1814,1000882,Arua,odubi,0,Imvepi_settlement,1,1,7,NA
3839,3000396,Arua,NA,0,Omugo_Rhino_ext_settlement,1,2,5,NA
2434,1001800,Arua,terego,1,NA,0,1,7,NA
1151,1000496,Arua,NA,0,Rhinocamp_settlement,1,2,2,NA
1115,1002124,Arua,Terego east,0,Rhinocamp_settlement,1,2,7,NA
1044,1000048,Arua,rhino camp,0,Rhinocamp_settlement,1,1,5,NA
3481,1002700,Arua,terego west,1,NA,0,2,7,NA
2802,1002100,Arua,Lower madi,1,NA,0,2,2,NA
3476,1002726,Arua,terego west,1,NA,0,1,7,NA
1111,1000112,Arua,Terego,0,Rhinocamp_settlement,1,2,2,NA
3892,3000455,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,2,NA
1134,1000854,Arua,terego,0,Rhinocamp_settlement,1,2,6,Oo
1038,1000484,Arua,lower madi,0,Rhinocamp_settlement,1,1,2,NA
1649,1001121,Arua,terego,0,Imvepi_settlement,1,2,6,nothing
2386,1002089,Arua,NA,1,NA,0,1,7,NA
1132,1000784,Arua,terego,0,Rhinocamp_settlement,1,2,6,0
2438,1001801,Arua,terego,1,NA,0,2,7,NA
2473,1001945,Arua,terego,1,NA,0,2,7,NA
1646,1002299,Arua,terego,0,Imvepi_settlement,1,1,6,0
1645,1000823,Arua,terego,0,Imvepi_settlement,1,1,6,no activity done
1137,1001160,Arua,NA,1,NA,0,1,4,NA
2328,1000475,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
4061,1002633,Arua,terego,1,NA,0,2,2,NA
1641,1001632,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,6,Nothing
2801,1002102,Arua,Lower madi,1,NA,0,1,2,NA
1046,1001451,Arua,lower madi,0,Rhinocamp_settlement,1,2,6,nothing
2906,1000523,Arua,terego east,0,Imvepi_settlement,1,2,2,NA
1143,1000549,Arua,rigbo,0,Rhinocamp_settlement,1,2,6,none
1027,1001163,Arua,terego,1,NA,0,2,7,NA
1642,1001634,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1069,1000558,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
1022,1000503,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
2377,1002748,Arua,NA,1,NA,0,2,7,NA
1047,1001452,Arua,lower madi,0,Rhinocamp_settlement,1,1,6,none
2478,1002696,Arua,terego,1,NA,0,2,7,NA
3446,1001422,Arua,terego east,1,NA,0,1,2,NA
3917,3000440,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
1648,1001120,Arua,terego,0,Imvepi_settlement,1,2,6,0
1068,1000559,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
1618,1000513,Arua,Madi okollo,0,Rhinocamp_settlement,1,2,5,NA
4071,1002693,Arua,terego,1,NA,0,1,7,NA
3906,3000972,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,none
1622,1001644,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
3877,1000519,Arua,odubi,0,Imvepi_settlement,1,2,6,0
2402,1001491,Arua,terego,0,Imvepi_settlement,1,1,7,NA
1624,1001650,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
3442,1001454,Arua,uriama,0,Rhinocamp_settlement,1,2,2,NA
1626,1001649,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
1628,1000402,Arua,odupi,0,Imvepi_settlement,1,2,6,food aid
3510,1002847,Arua,Terego,1,NA,0,2,7,NA
2379,1003034,Arua,terego,1,NA,0,2,5,NA
1631,1001476,Arua,odupi,0,Imvepi_settlement,1,2,7,NA
2267,1000235,Arua,Terego,0,Imvepi_settlement,1,2,7,NA
1007,1000775,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2407,1001388,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
1124,1001403,Arua,Irigbo,0,Rhinocamp_settlement,1,1,7,NA
3913,3001425,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2280,1001417,Arua,terego east,1,NA,0,2,2,NA
1200,1001639,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2282,1000429,Arua,terego east,0,Imvepi_settlement,1,2,7,NA
2331,1001636,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1120,1001145,Arua,NA,1,NA,0,1,7,NA
3457,1001463,Arua,terego east,1,NA,0,2,7,NA
2317,1002713,Arua,terego west,1,NA,0,1,7,NA
1638,1001286,Arua,Odupi,0,Imvepi_settlement,1,2,7,NA
4069,3000435,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,builder
2294,1002180,Arua,lower madi,1,NA,0,2,2,NA
1028,1001161,Arua,terego,1,NA,0,2,7,NA
1195,1001394,Arua,terego east,0,Rhinocamp_settlement,1,1,7,NA
2256,1002803,Arua,Terego west,1,NA,0,2,7,NA
2242,1002271,Arua,Terego,1,NA,0,1,2,NA
3902,3000456,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2287,1002266,Arua,terego east,1,NA,0,2,2,NA
1207,1001449,Arua,madi okollo,0,Rhinocamp_settlement,1,1,7,NA
2817,1002940,Arua,Terego,1,NA,0,1,7,NA
2305,1002513,Arua,terego,1,NA,0,1,7,NA
1029,1000746,Arua,terego,0,Imvepi_settlement,1,1,7,NA
2853,1002276,Arua,terego,1,NA,0,2,7,NA
1009,1000821,Arua,Terego,0,Imvepi_settlement,1,2,7,NA
2323,1000028,Arua,terego,0,Imvepi_settlement,1,2,7,NA
2820,1001935,Arua,Madi okollo,1,NA,0,1,7,NA
2276,1001467,Arua,terego east,0,Rhinocamp_settlement,1,1,7,NA
1620,1001642,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
2360,1001493,Arua,terego,0,Imvepi_settlement,1,2,6,None
1003,1001429,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
3265,1002008,Arua,terego,1,NA,0,1,7,NA
2448,1001418,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
2445,1001790,Arua,terego,1,NA,0,1,7,NA
1148,1001279,Arua,NA,1,NA,0,2,2,NA
2313,1002687,Arua,terego,1,NA,0,1,7,NA
1720,1001897,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
2327,1001968,Arua,terego,1,NA,0,1,7,NA
2823,1002034,Arua,Madi okollo,1,NA,0,1,7,NA
2326,1002002,Arua,terego,1,NA,0,2,7,NA
1731,1001105,Arua,terego,0,Imvepi_settlement,1,2,5,NA
2325,1002003,Arua,terego,1,NA,0,1,7,NA
4070,3000434,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,none
2263,1000233,Arua,NA,0,Imvepi_settlement,1,2,6,None
1613,1000556,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
1055,1000771,Arua,terego,0,Rhinocamp_settlement,1,2,6,999
2261,1000109,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
2907,1000414,Arua,terego east,0,Imvepi_settlement,1,2,2,NA
1116,1002126,Arua,Terego east,0,Rhinocamp_settlement,1,2,2,NA
3886,3000009,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,2,NA
3436,1002416,Arua,terego,1,NA,0,2,2,NA
2259,1000051,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
1064,1000064,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
2258,1002727,Arua,NA,1,NA,0,1,2,NA
2447,1002313,Arua,terego,1,NA,0,2,7,NA
2742,1002168,Arua,terego,1,NA,0,1,5,NA
3506,1002805,Arua,Terego,1,NA,0,2,7,NA
2482,1002737,Arua,terego,1,NA,0,2,7,NA
2239,1001479,Arua,Terego,0,Rhinocamp_settlement,1,2,2,NA
1630,1000879,Arua,Odupi,0,Imvepi_settlement,1,2,7,NA
2431,1001391,Arua,terego,0,Rhinocamp_settlement,1,2,6,refugee
2441,1001837,Arua,terego,1,NA,0,1,7,NA
2260,1000110,Arua,Odupi,0,Rhinocamp_settlement,1,1,5,NA
3141,1002862,Arua,terego,1,NA,0,1,7,NA
1725,1001108,Arua,terego,0,Imvepi_settlement,1,1,7,NA
1724,1000024,Arua,NA,0,Imvepi_settlement,1,2,7,NA
2246,1002752,Arua,Terego east,1,NA,0,1,2,NA
3440,1002640,Arua,terego,1,NA,0,2,2,NA
2262,1000050,Arua,Odupi,0,Rhinocamp_settlement,1,1,7,NA
1140,1000478,Arua,NA,0,Rhinocamp_settlement,1,1,6,None
2336,1003012,Arua,Terego east,1,NA,0,1,7,NA
3884,3001443,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,2,NA
2835,1002163,Arua,terego east,1,NA,0,1,2,NA
2479,1002699,Arua,terego,1,NA,0,2,7,NA
2411,1000544,Arua,madi okolo,0,Rhinocamp_settlement,1,2,7,NA
2477,1002751,Arua,terego,1,NA,0,1,7,NA
2848,1002335,Arua,terego,1,NA,0,1,7,NA
2849,1002228,Arua,terego,1,NA,0,1,7,NA
2338,1002970,Arua,Terego,1,NA,0,2,7,NA
1149,1000499,Arua,NA,0,Rhinocamp_settlement,1,1,2,NA
1206,1000471,Arua,madi okollo,0,Rhinocamp_settlement,1,2,7,NA
1050,1001540,Arua,madi okollo,0,Rhinocamp_settlement,1,2,5,NA
2864,1002107,Arua,ayivu,1,NA,0,2,7,NA
1934,1001934,Arua,lower madi,1,NA,0,1,7,NA
2866,1002104,Arua,ayivu,1,NA,0,1,7,NA
1640,1001457,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,7,NA
2474,1001943,Arua,terego,1,NA,0,1,7,NA
1034,1001458,Arua,terego east,0,Rhinocamp_settlement,1,2,2,NA
1136,1000417,Arua,odupi,0,Imvepi_settlement,1,2,7,NA
2405,1001389,Arua,yei,0,Rhinocamp_settlement,1,1,6,none
2456,1002268,Arua,terego,1,NA,0,1,7,NA
1035,1001459,Arua,terego east,0,Rhinocamp_settlement,1,2,2,NA
4064,3001158,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2396,1000071,Arua,NA,0,Rhinocamp_settlement,1,2,7,NA
2265,1001361,Arua,terego,0,Imvepi_settlement,1,2,6,None
1052,1000769,Arua,terego,0,Rhinocamp_settlement,1,1,5,NA
1000,1000679,Arua,Terego,0,Rhinocamp_settlement,1,1,7,NA
3916,3000448,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
3161,1003002,Arua,terego east,1,NA,0,2,2,NA
2413,1002934,Arua,terego east,1,NA,0,2,2,NA
3430,1000118,Arua,madi-okollo,0,Rhinocamp_settlement,1,2,2,NA
1128,1000514,Arua,Irigbo,0,Rhinocamp_settlement,1,1,7,NA
2461,1000681,Arua,terego,0,Rhinocamp_settlement,1,2,5,NA
3893,1001093,Arua,lower madi,1,NA,0,2,7,NA
2257,1002830,Arua,Terego west,1,NA,0,2,2,NA
3475,1002721,Arua,terego west,1,NA,0,2,7,NA
3142,1002863,Arua,terego,1,NA,0,1,7,NA
2387,1002090,Arua,NA,1,NA,0,2,6,bussines woman
2457,1001786,Arua,terego,1,NA,0,2,7,NA
2359,1001767,Arua,Terego,1,NA,0,2,7,NA
2283,1000338,Arua,terego east,0,Imvepi_settlement,1,1,7,NA
2273,1001384,Arua,terego east,0,Rhinocamp_settlement,1,2,7,NA
3866,3000954,Arua,terego,0,Rhinocamp_settlement,1,1,7,NA
3416,1002856,Arua,terego,1,NA,0,2,7,NA
3477,1002846,Arua,terego,1,NA,0,2,7,NA
2399,1000184,Arua,odupi,0,Imvepi_settlement,1,2,7,NA
3874,3000399,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,6,no activity
2247,1002973,Arua,Terego,1,NA,0,1,2,NA
2254,1002801,Arua,NA,1,NA,0,1,2,NA
1005,1000780,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1086,1000120,Arua,madi okollo,0,Rhinocamp_settlement,1,2,6,Nothing
1141,1001091,Arua,lower madi,1,NA,0,2,7,NA
3264,1002005,Arua,terego,1,NA,0,2,7,NA
2409,1002719,Arua,terego,1,NA,0,2,2,NA
3894,3000454,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2455,1002302,Arua,terego,1,NA,0,2,6,999
3285,1002322,Arua,terego,1,NA,0,2,7,NA
1197,1000767,Arua,terego east,0,Rhinocamp_settlement,1,2,7,NA
1939,1000506,Arua,terego,0,Imvepi_settlement,1,1,7,NA
1091,1000596,Arua,terego,0,Imvepi_settlement,1,1,6,Nothing
1033,1001448,Arua,lower madi,0,Rhinocamp_settlement,1,2,7,NA
3287,1002324,Arua,terego,1,NA,0,2,7,NA
3896,3001148,Arua,terego,0,Rhinocamp_settlement,1,1,6,0
3853,3000773,Arua,NA,0,Omugo_Rhino_ext_settlement,1,1,6,999
1113,1001966,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
3855,3000423,Arua,Terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2311,1002461,Arua,terego,1,NA,0,2,7,NA
2278,1001416,Arua,terego east,1,NA,0,1,2,NA
2852,1002911,Arua,terego,1,NA,0,2,7,NA
2845,1002333,Arua,terego,1,NA,0,2,2,NA
3266,1002975,Arua,terego,1,NA,0,2,7,NA
3268,1003016,Arua,terego,1,NA,0,1,7,NA
4063,1002164,Arua,terego east,1,NA,0,1,7,NA
2268,1000257,Arua,Terego,0,Imvepi_settlement,1,2,6,None
3482,1001092,Arua,NA,1,NA,0,2,7,NA
1130,1000098,Arua,NA,0,Rhinocamp_settlement,1,2,6,0
2865,1002109,Arua,ayivu,1,NA,0,1,7,NA
2310,1002462,Arua,terego,1,NA,0,1,7,NA
3288,1002323,Arua,terego,1,NA,0,1,7,NA
1815,1002300,Arua,odupi,0,Imvepi_settlement,1,2,6,0
3435,1002417,Arua,terego,1,NA,0,1,2,NA
1039,1000483,Arua,lower madi,0,Rhinocamp_settlement,1,2,2,NA
3838,3000970,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
2289,1001785,Arua,terego east,1,NA,0,1,2,NA
2454,1002301,Arua,terego,1,NA,0,1,7,NA
2819,1001982,Arua,Madi okollo,1,NA,0,1,5,NA
3433,1001293,Arua,terego,0,Imvepi_settlement,1,2,2,NA
3909,3000415,Arua,terego east,0,Omugo_Rhino_ext_settlement,1,2,6,none
1205,1001533,Arua,madi okollo,0,Rhinocamp_settlement,1,1,7,NA
1080,1001144,Arua,madi okollo,1,NA,0,1,7,NA
3507,1001983,Arua,Madi okollo,1,NA,0,1,7,NA
2398,1000208,Arua,odupi,0,Imvepi_settlement,1,2,2,NA
3422,1001425,Arua,terego,0,Rhinocamp_settlement,1,2,7,NA
4058,1001278,Arua,NA,1,NA,0,2,2,NA
1058,1000229,Arua,terego,0,Imvepi_settlement,1,1,6,999
2350,1002939,Arua,Terego,1,NA,0,1,7,NA
998,1001978,Arua,Lower madi,1,NA,0,2,7,NA
3470,1002848,Arua,terego,1,NA,0,1,2,NA
2316,1002714,Arua,terego west,1,NA,0,1,7,NA
2314,1002681,Arua,terego,1,NA,0,1,7,NA
3912,3001423,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1138,1000055,Arua,NA,0,Rhinocamp_settlement,1,1,7,NA
1721,1001902,Arua,terego,0,Rhinocamp_settlement,1,2,6,none
4066,3001446,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
3911,3001422,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,7,NA
1811,1000881,Arua,odubi,0,Imvepi_settlement,1,2,6,00
2330,1000682,Arua,Terego,0,Rhinocamp_settlement,1,1,7,NA
2248,1002974,Arua,Terego,1,NA,0,2,2,NA
3890,3000922,Arua,terego,0,Omugo_Rhino_ext_settlement,1,1,7,NA
3473,1000057,Arua,Terego,0,Rhinocamp_settlement,1,2,7,NA
2352,1001769,Arua,Terego,1,NA,0,1,7,NA
2333,1002634,Arua,terego,1,NA,0,2,7,NA
2353,1002249,Arua,Terego,1,NA,0,1,7,NA
2358,1002304,Arua,Terego,1,NA,0,1,7,NA
2236,1001225,Arua,Terego,0,Rhinocamp_settlement,1,1,7,NA
3505,1002968,Arua,Terego,1,NA,0,2,7,NA
3508,1002705,Arua,Terego,1,NA,0,1,7,NA
1142,1000563,Arua,NA,0,Rhinocamp_settlement,1,1,5,NA
2320,1001497,Arua,terego east,0,Imvepi_settlement,1,2,2,NA
2255,1002799,Arua,NA,1,NA,0,2,2,NA
1096,1000747,Arua,terego,0,Imvepi_settlement,1,1,7,NA
2476,1002750,Arua,terego,1,NA,0,2,7,NA
3899,3000964,Arua,terego,0,Omugo_Rhino_ext_settlement,1,2,6,0
3478,1002733,Arua,terego west,1,NA,0,2,7,NA
