uhhidfs,uhhidp,s1,s2,s3,s4,s5,s6,s7,s8
2330,1000682,2,2,2,3,3,999,2,3
2331,1001636,1,2,2,2,3,999,2,1
2332,1002307,3,2,2,2,1,999,2,1
2333,1002634,3,2,2,2,3,999,2,1
2334,1002635,3,2,2,2,3,999,2,1
2335,1002632,3,2,2,3,3,999,2,1
2336,1003012,3,1,1,1,2,999,2,1
2337,1003013,3,2,2,2,2,999,2,1
2338,1002970,3,2,2,2,2,999,2,1
2339,1002380,1,2,2,3,2,999,2,2
2340,1002384,2,2,2,2,2,999,2,2
2341,1002482,2,2,2,3,3,999,3,3
2342,1002483,2,2,2,2,2,999,2,2
2343,1002951,2,2,2,3,2,999,2,2
2344,1002484,2,2,2,2,2,999,2,2
2345,1000673,1,2,2,2,2,999,2,2
2346,1001724,1,1,2,2,2,999,2,1
2347,1002938,3,2,2,2,2,999,2,1
2348,1001792,2,2,2,2,2,999,2,1
2349,1001713,2,2,2,2,2,999,2,1
2350,1002939,3,2,1,1,1,999,2,1
2351,1002941,3,2,2,2,2,999,2,1
2352,1001769,2,2,3,1,2,999,2,2
2353,1002249,3,2,3,1,3,999,1,2
2354,1002014,2,2,2,2,2,999,2,1
2355,1001760,1,1,1,1,1,999,1,1
2356,1001770,2,2,2,2,2,999,2,1
2357,1001759,1,1,1,1,1,999,1,1
2358,1002304,2,2,4,3,4,Others are good and others are bad,3,2
2359,1001767,2,2,3,3,2,999,2,2
2360,1001493,1,1,2,1,1,999,2,1
2361,1000408,1,1,1,1,1,999,1,1
2362,2000643,1,2,2,2,2,999,2,2
2363,2000644,2,2,2,3,3,999,2,2
2365,2000541,3,2,2,2,2,999,2,2
2366,2000642,2,2,2,2,2,999,2,2
2367,1000016,3,3,3,3,3,None,3,3
2368,1000020,3,3,3,3,3,None,3,3
2369,1000018,2,2,3,2,2,None,2,1
2370,1000027,2,2,1,2,2,None,3,2
2371,1000409,2,2,2,1,2,999,2,1
2372,1001590,1,2,2,2,2,0,2,1
2373,1001572,2,2,2,2,2,0,2,1
2374,1001598,3,3,2,3,3,999,3,1
2375,1001747,3,2,3,3,3,999,3,1
2376,1001748,1,2,1,2,2,999,2,2
2377,1002748,2,2,2,2,2,00,2,2
2378,1002749,2,2,2,2,2,00,1,1
2379,1003034,1,1,1,3,1,00,2,2
2380,1002415,1,1,1,2,2,00,2,2
2381,1002044,1,1,2,2,2,0,2,1
2382,1002042,1,1,1,1,1,0,1,1
2383,1002043,2,2,2,3,2,0,3,2
2384,1002115,3,2,3,3,3,0,2,3
2385,1002088,2,2,3,3,2,0,2,2
2386,1002089,2,2,2,2,2,O,2,2
2387,1002090,2,2,2,2,2,00,2,2
2388,1000034,4,3,4,3,4,most of host communities are not happy with the refuguees because the refuguees receive support and for them they do not,3,3
2389,1000036,2,2,2,3,2,n.a,2,2
2390,1000033,2,2,2,2,2,none,2,3
2391,1000040,4,3,3,4,3,not applicable,2,2
2392,1000032,3,2,2,3,2,not applicable,3,2
2393,1000043,2,2,2,3,2,not applicable,2,2
2394,1000182,2,2,2,3,2,999,3,2
2395,1000228,2,2,3,2,2,999,3,2
2396,1000071,2,2,3,4,3,999,2,2
2397,1000183,2,2,2,3,3,999,3,2
2398,1000208,2,2,2,3,2,999,3,2
2399,1000184,2,2,2,2,3,999,3,3
2400,1001481,2,2,2,3,3,999,2,3
2401,1001477,2,2,2,2,3,999,3,3
2402,1001491,2,2,3,3,3,999,3,3
2403,1001455,2,2,2,3,3,999,3,3
2404,1000691,2,2,2,3,2,999,3,3
2405,1001389,2,2,3,3,3,npne,3,2
2406,1001387,2,2,2,3,2,none,3,2
2407,1001388,2,2,2,2,2,none,2,2
2408,1002717,2,2,1,2,2,none,1,1
2409,1002719,2,1,1,2,2,none,2,2
2410,1002720,1,2,3,3,2,none,2,2
2411,1000544,1,2,2,3,3,999,2,1
2412,1002843,3,2,2,2,3,999,2,1
2413,1002934,2,2,2,3,3,999,2,1
2414,1002937,1,2,2,1,3,999,2,1
2415,1000704,1,2,2,2,2,"NA",3,1
2416,1000976,2,2,1,2,2,"NA",2,1
2417,1000975,1,2,2,2,2,"NA",1,1
2418,1001722,2,1,1,2,2,"NA",1,1
2419,1001597,1,2,2,2,2,"NA",1,2
2420,1001687,3,3,3,3,2,"NA",2,1
2421,1003023,1,1,1,1,1,Not applicable,2,2
2422,1003024,1,1,1,1,1,Not applicable,3,2
2423,1002906,1,1,1,2,2,Not applicable,2,1
2424,1000004,3,2,2,3,3,Not applicable,4,4
2425,1000017,4,4,4,4,4,Not applicable,2,2
2426,1000009,2,2,2,2,2,Not applicable,3,2
2427,1000025,3,3,3,5,4,Not applicable,3,2
2428,1000022,2,2,2,3,3,Not applicable,2,2
2429,1000003,1,2,2,3,3,Not applicable,2,2
2430,1001768,3,2,2,1,2,0,1,1
2431,1001391,1,2,2,2,2,0,2,1
2433,1001832,1,1,1,2,1,none,1,1
2434,1001800,1,1,1,1,1,none,1,1
2435,1001802,1,1,1,1,1,none,1,1
2436,1001831,1,1,1,1,1,none,1,1
2437,1001833,1,1,1,2,2,none,1,1
2438,1001801,1,2,2,1,2,none,1,1
2439,1001803,1,2,2,2,1,not applicable,1,1
2440,1001834,1,1,1,2,1,none,1,1
2441,1001837,1,2,2,2,2,none,1,1
2442,1001835,1,1,1,2,2,none,1,1
2444,1001799,1,2,1,2,2,none,1,1
2445,1001790,1,2,2,2,2,none,1,1
2446,1002278,1,2,2,2,2,none,1,1
2447,1002313,1,2,2,2,2,none,1,1
2448,1001418,1,2,2,2,2,none,1,1
2449,1001408,1,2,2,2,2,none,1,1
2450,1002181,1,2,2,2,2,none,1,1
2451,1001281,2,2,2,2,2,999,2,2
2453,1000332,2,2,2,2,2,999,2,2
2454,1002301,2,2,2,2,2,999,3,2
2455,1002302,2,3,3,3,2,999,2,2
2456,1002268,2,2,3,3,2,999,3,2
2457,1001786,3,3,2,2,3,999,2,2
2458,1002274,2,2,2,2,2,999,2,2
2459,1002275,2,2,2,2,3,999,2,2
2460,1001420,2,2,2,2,2,999,2,3
2461,1000681,2,2,2,2,2,999,2,3
2462,1001178,2,3,3,2,2,999,2,1
2463,1001328,2,1,3,1,3,999,2,1
2464,1000870,2,2,2,2,2,999,1,1
2465,1002083,2,2,3,2,1,999,2,1
2466,1002085,2,1,2,3,2,999,2,1
2468,1001089,2,3,3,3,3,0,3,2
2469,1001398,3,3,3,3,3,O,2,2
2470,1000555,3,3,3,3,3,O,2,2
2471,1001948,4,3,3,4,3,O,3,2
2472,1001947,4,4,4,4,4,O,3,3
2473,1001945,2,2,2,3,3,O,2,2
2474,1001943,2,2,2,2,2,O,2,2
2475,1001944,1,1,1,1,1,0,2,2
2476,1002750,1,2,2,3,2,O,2,2
2477,1002751,2,2,2,2,2,0,2,2
2478,1002696,1,1,1,1,1,0,1,1
2479,1002699,3,3,3,4,4,O,3,2
2480,1002702,3,4,3,3,3,0,3,2
2481,1002736,3,3,3,3,3,O,3,2
2482,1002737,2,2,1,2,2,0,1,1
2483,1002741,2,2,2,2,2,0,2,2
2484,2000535,1,2,2,3,1,999,1,3
2485,2000538,3,2,2,2,2,999,3,2
2486,2000536,2,2,1,3,3,999,3,2
2487,2000537,2,2,2,4,2,999,2,3
2489,2000406,1,3,2,2,1,999,2,2
2490,2000615,2,2,1,1,2,999,1,2
2491,2000604,2,1,2,1,2,999,2,1
2492,1001193,2,1,2,2,2,999,1,1
2493,1001179,2,2,2,1,1,999,1,1
2494,1001618,3,2,3,2,2,999,2,1
2495,1001616,3,2,2,1,1,999,2,1
2497,1001620,3,2,2,3,2,999,2,1
2498,1001196,3,1,1,1,1,999,2,1
2499,1001521,3,1,2,1,1,999,2,1
2500,1001181,3,2,2,2,2,999,2,1
2501,1001668,3,2,2,3,2,999,2,2
2502,1001182,3,2,2,2,2,999,2,2
2503,1001194,3,2,2,2,2,999,2,1
2504,1001331,2,2,2,3,2,999,2,1
2505,1001606,2,2,2,2,2,999,2,1
2506,1001603,1,2,2,2,2,999,2,1
2507,1001605,1,1,2,2,2,999,2,1
2508,1001604,1,1,2,2,2,999,2,1
2509,1001195,1,1,2,3,2,999,2,1
2510,1000698,3,3,3,3,3,999,2,3
2511,1000699,3,3,3,3,3,999,2,3
2512,1000714,3,2,3,3,3,999,2,3
2513,1001622,2,2,3,3,3,999,2,3
2514,1001871,2,2,3,3,2,999,2,2
2515,3001207,3,2,2,3,3,Not applicable,2,2
2516,3001210,2,2,2,2,2,Not applicable,2,2
2517,3001211,3,2,2,2,3,Not applicable,2,2
2518,1000635,2,2,2,2,3,Not applicable,2,1
2519,3002290,2,2,2,2,3,Not applicable,2,1
2520,1002570,2,2,2,2,3,Not applicable,2,2
2521,1002567,2,2,2,2,3,Not applicable,2,1
2522,1002566,2,1,1,2,3,999,2,1
2523,1002565,2,2,1,2,3,Not applicable,2,1
2524,3002844,2,2,2,2,3,999,2,1
2525,1002564,2,2,2,3,3,999,2,1
2526,3002500,2,2,2,2,3,Not applicable,2,1
2527,1002498,2,2,2,2,3,Not applicable,2,2
2528,3000478,2,1,2,2,2,999,2,2
2529,3000485,2,2,2,2,3,999,2,2
2530,3000486,2,2,2,2,2,Not applicable,2,2
2532,3000489,2,1,2,2,3,Not applicable,2,2
2533,3002653,2,2,1,3,1,N/A,2,1
2534,1001164,3,2,2,4,2,None,3,2
2535,3000283,1,1,1,2,1,N/A,1,1
2536,1001222,2,2,2,3,2,N/A,2,3
2537,3000296,2,2,2,3,3,N/A,2,2
2538,3002783,1,2,1,2,1,N/A,2,1
2539,3002791,4,3,4,5,2,N/A,3,3
2540,1002253,1,1,1,2,1,None,1,1
2541,1002256,1,2,2,2,2,None,1,1
2542,3002503,2,2,3,3,2,N/A,3,2
2543,3001283,1,2,2,2,2,None,2,1
2544,3001059,1,1,1,2,1,None,1,1
2545,3001287,1,2,2,2,1,N/A,1,1
2546,3001285,2,2,2,3,2,None,2,2
2547,1000741,1,1,1,2,1,None,1,1
2548,1000792,1,1,1,2,1,N/A,1,1
2549,1000632,1,2,2,2,2,None,1,1
2550,3000845,2,2,2,3,2,None,2,2
2551,1001435,1,2,2,2,1,None,1,1
2552,1001214,1,2,2,3,2,N/A,2,2
2553,1000619,2,2,2,2,2,None,2,2
2554,3002442,1,1,1,2,1,None,1,1
2555,3002571,1,1,1,2,1,None,1,1
2556,3002570,1,2,1,2,1,None,1,1
2557,3002445,2,2,2,3,2,None,2,2
2558,3002444,1,1,1,2,1,None,1,1
2559,3002443,1,1,1,4,1,None,1,1
2560,3000405,2,2,2,2,2,999,2,2
2561,3002498,1,2,2,2,2,None,1,1
2562,3002577,3,1,1,1,2,0,1,1
2563,3002579,1,1,2,2,2,0,1,1
2564,3002600,1,2,1,2,1,0,1,1
2565,3002572,3,1,2,2,3,0,1,2
2566,3002598,3,2,1,1,3,0,1,1
2567,3002580,1,1,1,1,3,0,3,1
2568,3002025,3,2,3,2,1,0,2,1
2569,3002832,1,1,2,1,2,0,1,1
2571,3002831,2,2,3,2,3,0,2,1
2572,3002834,2,1,2,2,2,0,2,1
2573,3002829,1,1,2,2,2,0,1,1
2574,1002542,2,2,1,1,3,0,2,1
2575,3002288,3,1,1,3,2,0,2,1
2576,1002540,3,2,2,1,2,0,2,1
2577,1002223,1,2,2,2,3,None,2,1
2578,1002550,1,2,1,2,2,None,2,1
2579,1002551,2,1,2,3,3,None,2,1
2580,1002222,2,2,2,3,3,None,2,1
2581,1001613,2,2,3,3,3,999,2,3
2582,1002244,3,2,2,2,3,None,2,1
2583,1002021,2,2,3,3,2,999,2,2
2584,1002495,3,2,2,2,3,None,2,1
2585,3002578,2,2,2,3,2,999,2,1
2586,1002571,2,2,2,2,2,999,2,1
2587,3000060,1,1,2,2,1,999,2,1
2588,3002622,1,1,2,3,2,999,3,1
2589,3002836,1,2,1,2,1,999,2,1
2590,3002837,1,2,2,2,2,999,2,1
2591,1000266,2,3,4,3,3,999,3,3
2592,1002831,3,2,2,2,3,999,2,1
2593,1002935,2,2,1,1,3,999,2,1
2594,1001223,3,3,2,2,4,Nothing to talk alot,4,2
2595,1000994,3,3,2,4,4,None,2,3
2596,1001806,3,3,3,3,3,099,3,3
2597,1001914,1,1,1,1,1,None,1,1
2598,1001915,3,3,3,2,2,None,2,3
2599,1001917,1,3,1,1,2,None,1,3
2600,1001916,2,2,2,2,2,None,2,3
2601,1001805,3,3,2,3,3,None,2,3
2602,1001804,3,2,2,2,2,None,2,3
2603,1002061,3,3,3,3,2,None,3,3
2604,1001807,3,3,2,3,3,None,4,3
2605,3000406,2,2,2,1,3,00,2,2
2606,3000731,1,2,2,3,1,999,1,1
2607,3000732,1,1,1,1,1,999,1,1
2608,3000733,1,2,3,2,1,999,2,1
2609,3000739,1,2,2,1,4,Language barrier,2,1
2610,3000740,1,2,1,3,1,999,2,1
2611,3000730,1,2,1,3,1,999,1,1
2612,3000729,1,1,1,1,3,999,1,1
2613,3000384,2,2,3,2,2,999,2,3
2614,3000378,3,2,2,2,2,999,3,1
2615,3000379,2,2,2,1,2,999,2,2
2616,3000380,2,2,1,2,2,999,3,2
2617,3000381,2,2,2,2,2,999,2,2
2618,3000382,2,2,2,3,2,999,3,1
2619,3000383,3,2,2,2,2,999,2,2
2620,3000388,2,2,2,2,2,999,2,3
2621,3000359,2,2,3,2,2,None,2,1
2622,3000361,1,1,1,1,1,None,1,1
2623,3000363,1,2,2,2,5,Never seen them around..,2,1
2624,3000364,1,1,2,2,2,None,2,1
2625,3000362,1,1,1,2,3,None,1,1
2626,3000387,1,2,2,2,2,999,2,2
2627,3000360,1,1,2,2,1,None,1,1
2628,3000811,2,3,3,3,2,999,2,3
2629,1001856,2,2,2,2,2,No rarely recorded,1,2
2630,3001636,3,2,2,2,3,",999",2,1
2631,1001857,1,2,2,1,1,No rarely recorded,1,1
2632,1002759,1,2,2,2,2,999,1,1
2633,1000221,1,1,1,1,1,Not applicable,2,1
2634,1002077,2,2,1,2,2,No rarely recorded,1,1
2635,1002233,3,2,2,2,3,999,1,1
2636,1001861,3,3,2,2,2,No rarely recorded,1,1
2637,1002628,3,2,2,2,2,999,2,2
2638,1000190,1,1,1,1,1,Not applicable,2,1
2639,1002784,2,4,3,3,3,999,2,1
2640,1002202,1,1,1,1,1,Not applicable,1,1
2641,1002201,1,1,1,1,1,Not applicable,1,1
2642,1002203,2,2,2,3,3,Not applicable,1,1
2643,1002205,1,1,1,1,1,Not applicable,1,1
2644,3000386,2,2,2,2,3,999,2,2
2645,3000403,2,2,2,2,2,999,2,2
2646,3000389,2,2,2,2,2,999,2,2
2647,3000391,2,2,2,2,2,999,2,2
2648,3000390,2,2,2,2,2,999,2,2
2649,3001408,1,2,2,2,2,None,3,1
2650,3001404,1,1,1,2,2,None,1,1
2651,3000377,1,1,2,2,2,None,1,1
2652,3000468,1,1,1,2,2,None,1,1
2653,3000469,1,1,2,2,2,None,1,1
2654,3000470,1,2,2,2,2,None,1,1
2655,3001496,1,1,2,1,2,None,1,1
2656,3001534,1,1,1,1,2,None,1,1
2657,3001535,1,1,1,1,1,None,1,1
2658,3000756,2,2,2,2,3,999,2,2
2659,3000736,2,2,3,2,3,999,2,2
2660,1001661,2,3,3,3,3,999,2,2
2661,1001329,1,1,2,2,2,999,1,1
2662,1001201,1,2,2,2,2,999,2,1
2663,3000734,2,2,3,3,3,999,2,2
2664,3000728,2,3,3,3,3,999,2,2
2665,3000755,2,2,3,3,3,999,2,2
2666,3000753,2,2,2,3,3,999,2,2
2667,3000761,2,2,3,2,3,999,2,2
2668,3000953,1,2,2,2,3,None,1,1
2669,3000749,2,3,3,3,3,999,3,2
2670,3000719,2,3,3,3,3,999,3,3
2671,3000747,2,2,3,3,3,999,3,2
2672,3000746,2,3,3,3,3,999,3,2
2673,3000718,2,2,3,3,3,999,3,3
2674,2000540,3,3,2,3,2,999,2,2
2675,2000542,2,2,2,2,2,999,2,2
2676,3000492,2,2,2,2,2,999,2,1
2677,3000497,2,2,2,2,3,999,1,1
2678,3000375,2,2,2,2,3,999,2,1
2679,3000493,2,2,2,3,3,999,2,1
2680,3000494,2,2,2,2,2,999,2,1
2681,3000795,2,2,3,3,3,999,2,1
2682,3000847,1,1,2,2,3,999,1,1
2683,3000846,1,2,2,2,3,999,2,1
2684,3000850,1,2,2,2,3,999,1,1
2685,3000849,2,2,2,2,3,999,2,1
2686,3000848,2,2,2,2,5,Not energetic for business,2,1
2687,3000851,2,2,2,2,3,999,2,1
2688,3000794,2,2,2,3,3,999,2,1
2689,3000373,2,2,2,2,3,999,2,1
2690,3000374,2,2,2,2,3,999,2,1
2691,3000717,2,2,3,3,3,999,2,2
2692,1001592,1,2,2,2,2,0,2,1
2693,3002127,2,2,2,2,2,999,1,1
2694,3002013,2,2,2,2,2,999,2,2
2695,3002129,2,2,2,2,2,999,2,2
2696,3001743,1,2,2,2,2,999,2,2
2697,3001745,2,2,2,2,2,999,1,1
2698,3001744,2,2,2,2,2,999,2,2
2699,3001235,2,2,2,2,2,None,2,1
2700,3002662,1,1,1,1,1,999,2,2
2701,3001738,1,1,1,1,1,999,1,2
2702,3002684,1,2,2,3,1,999,3,2
2703,3002685,3,3,4,4,998,Language issue,2,2
2704,3002674,3,3,3,3,3,999,2,3
2705,3002682,1,1,1,2,1,999,1,1
2706,3002672,2,2,2,2,2,999,2,2
2707,3002671,3,3,3,3,3,999,3,3
2708,3002683,1,1,2,2,1,999,1,1
2709,3001185,2,2,2,3,2,999,2,2
2710,3001183,2,2,2,2,2,999,2,2
2711,3001232,2,2,2,3,3,999,2,2
2712,4002712,1,1,1,1,1,None,1,1
2713,4002713,1,2,2,2,2,None,1,1
2714,4002714,1,2,1,1,2,None,1,1
2715,4002715,1,1,2,1,2,None,2,2
2716,4002716,1,1,1,1,1,None,2,1
2717,4002717,1,2,1,1,1,None,2,1
2718,4002718,1,1,1,1,1,None,1,1
2719,4002719,1,1,1,1,1,None,1,1
2720,4002720,2,2,1,2,2,999,3,1
2721,4002721,1,1,1,2,1,None,1,1
2722,4002722,1,1,2,2,1,None,1,1
2723,4002723,1,2,1,2,2,None,2,1
2724,4002724,1,1,1,2,2,None,2,1
2725,4002725,1,1,2,1,1,None,1,1
2726,4002726,1,1,1,1,1,None,1,1
2727,4002727,1,1,2,2,2,None,2,2
2728,4002728,1,2,2,2,2,None,2,2
2729,4002729,3,2,2,2,2,None,3,2
2730,4002730,3,3,3,3,3,None,3,3
2731,4002731,2,3,2,2,3,None,2,2
2732,4002732,2,2,2,3,3, None,3,1
2733,4002733,2,2,1,1,2, None,2,1
2734,4002734,1,2,2,2,3,None,3,2
2735,4002735,2,2,2,2,2,None,2,2
2736,4002736,1,2,2,2,2,None,3,2
2737,4002737,2,2,2,3,2,None,3,2
2738,4002738,2,2,2,3,2,None,3,2
2739,4002739,2,1,2,2,2,None,2,2
2740,4002740,2,2,3,3,3,None,3,2
2741,1002079,1,2,2,2,2,999,1,1
2742,1002168,2,2,3,2,2,0,3,2
2743,3000864,2,3,2,3,3,999,3,3
2744,3001069,2,2,2,3,3,999,2,1
2745,3001523,2,2,2,2,3,999,3,1
2746,3001524,2,2,2,2,3,999,2,1
2747,3001526,2,2,2,3,3,999,2,1
2748,3001035,2,2,2,3,2,999,2,1
2749,1002783,2,2,2,3,3,999,2,1
2750,1002833,2,3,3,3,3,999,3,1
2751,1002829,2,2,2,2,3,999,2,1
2752,1002212,2,2,2,2,2,999,2,1
2753,1002213,2,2,2,2,2,999,2,1
2754,1002214,2,2,2,3,2,999,4,1
2755,1002545,2,2,2,2,2,999,2,1
2756,3001639,3,3,4,4,4,They have different cultures its not easy to be with them,1,1
2757,1002889,1,1,1,1,2,999,1,1
2758,1002885,2,2,2,2,2,999,1,4
2759,3001637,1,1,1,2,2,999,1,1
2760,1002884,1,1,1,2,1,999,2,1
2761,3001635,1,2,1,1,2,999,1,1
2762,3001679,1,2,1,2,1,999,1,2
2763,3001262,1,1,1,2,2,999,2,1
2764,3001255,1,1,1,1,1,999,3,3
2765,3001259,1,1,1,2,2,999,1,2
2766,3001070,1,1,1,2,2,999,3,3
2767,1002760,1,2,1,2,2,999,3,3
2768,3001030,1,1,2,2,5,They only disturb the host community like fighting,3,3
2769,3001029,1,2,2,2,2,999,3,1
2770,1001183,1,1,1,1,1,999,1,1
2771,1001210,1,2,1,2,1,999,2,1
2772,1002310,3,2,2,2,2,999,3,3
2773,1002910,2,3,2,2,2,999,2,2
2774,1002273,2,2,2,2,2,999,2,2
2775,1001682,2,2,2,2,2,0,2,1
2776,1002338,1,1,1,1,2,Not applicable,2,1
2777,1002337,1,2,2,3,2,Not applicable,2,2
2778,1002339,1,1,1,1,1,999,1,2
2779,1000749,2,1,1,1,1,Not applicable,3,2
2780,1000720,4,3,3,4,3,Not applicable,3,3
2781,1000748,2,2,2,2,2,Not applicable,1,1
2782,1000719,1,1,2,2,2,Not applicable,3,2
2783,1001236,2,2,3,3,3,Not applicable,2,1
2784,1001227,2,2,2,2,2,999,3,2
2785,1001228,2,2,2,2,2,999,3,2
2786,1001229,998,998,998,5,3,Not applicable,4,3
2788,1001691,2,2,2,3,3,None,3,2
2789,1001706,2,3,3,3,3,None,2,1
2790,1001705,3,3,3,3,3,None,2,1
2791,1001681,1,1,2,3,3,None,3,1
2792,1001690,3,3,3,3,3,None,3,2
2793,1002262,3,3,3,3,3,999,2,2
2794,1002366,1,2,2,2,3,0,1,1
2795,1002364,1,2,2,2,2,0,1,1
2796,1002991,1,2,2,2,2,0,1,1
2797,1002458,1,2,2,2,2,0,1,1
2798,1002460,1,2,2,2,2,0,1,1
2799,1002459,1,2,2,2,2,0,1,1
2800,1002103,3,3,3,2,2,0,2,2
2801,1002102,2,2,2,2,2,0,2,2
2802,1002100,3,2,2,3,2,0,2,2
2803,1003020,2,2,2,2,1,"NA",2,2
2804,1002945,2,3,2,3,3,"NA",2,2
2805,1002475,1,2,2,2,2,"NA",2,2
2806,1002154,1,1,1,2,1,"NA",1,1
2807,1002155,1,2,2,3,2,"NA",3,1
2808,1002476,1,1,2,3,2,999,1,1
2809,1002156,1,1,2,2,2,999,2,2
2810,1002995,1,1,1,1,1,999,2,1
2811,1002158,1,1,2,2,2,999,2,2
2812,1002157,1,1,1,2,2,999,2,2
2813,1003021,1,1,2,1,2,999,1,1
2814,3000286,2,2,3,3,1,0,1,2
2815,3000285,2,2,2,3,3,O,3,2
2816,1002967,3,2,2,2,2,999,2,1
2817,1002940,4,2,2,2,2,999,2,1
2818,1002804,2,2,2,2,2,999,2,1
2819,1001982,3,2,2,2,1,999,2,1
2820,1001935,3,2,2,2,2,999,2,1
2821,1001932,3,2,2,2,2,999,2,1
2822,1002035,3,2,2,3,2,999,2,1
2823,1002034,3,2,2,2,1,999,2,1
2824,2000250,3,2,3,2,3,999,2,2
2825,2000249,3,3,998,998,998,999,999,999
2826,1000289,2,2,1,2,2,999,1,1
2827,1000324,2,2,2,3,2,999,2,1
2828,1000275,2,2,2,2,2,999,2,1
2829,1000334,2,2,2,2,2,999,2,1
2830,1001875,2,2,2,2,2,999,2,1
2831,2000112,3,3,1,2,2,999,1,3
2832,1000336,1,1,2,2,2,none,1,1
2833,1000412,1,2,2,2,2,none,2,1
2834,1000337,2,2,2,2,2,none,2,1
2835,1002163,1,2,2,2,2,none,2,1
2836,1002165,2,2,2,2,5,hard to access them,2,2
2837,1002166,1,1,2,1,1,none,1,1
2838,1002167,1,1,1,1,3,none,1,1
2839,1001773,2,2,3,3,3,999,2,2
2840,1001774,2,2,2,3,2,999,2,1
2841,1000359,2,2,3,3,3,999,2,3
2842,1000138,2,2,2,2,2,999,3,3
2843,1000322,2,3,3,3,3,999,2,3
2844,1002329,1,2,2,2,2,999,2,1
2845,1002333,1,2,2,2,3,999,2,1
2846,1000356,2,2,2,3,2,999,3,2
2847,1002334,2,2,2,2,3,999,2,1
2848,1002335,1,2,2,2,3,999,2,1
2849,1002228,2,1,1,2,1,999,2,1
2850,1002224,2,3,3,4,2,999,3,3
2851,1002227,1,2,2,1,1,999,1,1
2852,1002911,2,2,2,3,2,999,2,1
2853,1002276,1,2,2,2,2,999,2,1
2854,3002776,2,2,2,2,2,O,2,2
2855,3002449,2,2,2,2,2,0,2,1
2856,3001699,2,2,3,2,2,0,2,2
2857,3002569,3,2,2,2,2,O,2,1
2858,1001941,2,2,2,2,2,O,2,1
2859,1002493,1,1,2,2,2,O,2,1
2860,1001850,2,2,2,2,2,O,2,1
2861,1001208,2,2,1,3,2,O,2,2
2862,1001187,3,2,3,3,3,O,2,3
2863,1001209,3,3,3,3,3,O,2,2
2864,1002107,1,1,3,1,3,none,2,2
2865,1002109,2,2,1,1,3,none,1,1
2866,1002104,1,1,2,2,2,none,2,1
2867,1002038,2,2,2,1,2,none,1,1
2868,1002209,2,1,1,1,2,none,1,2
2869,1002915,1,2,2,2,2,0,2,1
2870,1002436,1,2,2,2,2,0,2,1
2871,1002437,1,1,1,1,1,0,1,1
2872,1002917,2,2,3,3,2,0,2,1
2873,1002918,1,2,2,2,2,0,2,1
2874,1002916,2,3,3,3,4,Don't dare interact with refugee communities. The government grabbed alot of land from us without any form of compensation.,3,3
2875,1002435,3,2,3,3,3,0,2,3
2876,3002126,1,1,1,1,2,None,2,1
2877,3002185,1,2,2,2,2,"None
",2,3
2879,3000276,3,3,3,3,3,999,3,3
2880,3000275,3,3,3,3,3,999,2,4
2881,3000280,3,3,3,3,3,999,2,3
2882,1001200,3,2,3,3,3,999,4,4
2883,1002927,3,3,3,3,3,999,3,1
2884,1002928,3,3,3,3,3,999,2,1
2885,1002929,2,2,1,1,1,999,1,1
2886,1000030,3,2,3,3,3,999,3,1
2887,1002914,1,1,1,1,1,999,1,1
2888,1000041,3,2,3,5,3,999,3,1
2889,1002912,3,3,3,3,3,999,3,1
2890,1002081,3,3,3,3,3,999,3,1
2891,1002071,1,1,1,2,2,999,2,1
2892,1000031,3,2,2,3,4,It's because we are so dependent on the relief food so without it we don't have money to buy things from the market,2,1
2893,1000013,3,2,2,2,3,999,2,2
2895,2000007,2,2,2,2,2,999,2,2
2896,1000039,1,1,1,1,1,999,2,1
2897,2000193,1,2,1,2,3,999,2,2
2898,1000008,3,3,3,4,2,999,2,1
2899,2000194,1,1,1,1,1,999,1,1
2900,1000005,3,3,3,4,4,Because the highest population of businesses at the trading center are owned by the refugees,3,2
2901,1000007,1,3,2,4,2,999,2,1
2902,1000014,2,2,1,2,2,999,2,1
2903,1000073,1,1,1,2,2,999,1,1
2904,1000079,2,2,2,3,3,999,2,1
2905,1000074,3,4,3,4,4,There are a lot of refugee businesses being operated at the trading centre,3,1
2906,1000523,1,2,2,1,2,none,1,1
2907,1000414,1,1,1,1,2,none,1,1
2908,1002913,1,2,2,2,2,None,2,1
2909,1002930,2,2,2,3,2,None,3,1
2910,3000441,1,1,1,1,1,0,1,1
2911,3002504,2,2,2,2,2,Not applicable,2,1
2912,3000479,2,2,2,2,2,Not applicable,2,1
2913,3000443,1,2,1,4,1,999,1,1
2914,3000482,2,1,2,2,2,999,2,1
2915,3000444,1,1,1,2,1,999,1,1
2916,3000490,2,2,2,2,2,999,2,1
2917,3000503,1,2,2,2,2,999,2,1
2918,3000445,3,2,3,3,4,No refugees in this area.,2,1
2919,3000500,1,2,2,2,2,999,2,1
2920,3000446,1,3,2,1,4,Language barrier,2,1
2921,3000501,2,2,2,2,2,Not applicable,2,1
2922,3000504,2,2,2,2,2,Not Applicable,2,1
2923,3000593,1,2,2,2,2,Not Applicable,2,1
2924,3000442,1,2,1,2,4,It's so rare to see refugees,1,1
2925,3001458,2,2,2,2,2,999,2,1
2926,3001498,2,2,1,2,2,999,2,2
2927,3001497,2,2,2,3,2,999,2,2
2928,3001499,2,1,2,2,2,999,3,2
